,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New,URL
0,3.0,123000000.0,182.0,98.8,32.1,4.616579891694862,2.0,1.0,1.0,0.0,1.0,4.0,7.0,0.0,http://www.cian.ru/sale/flat/149387521/
1,5.0,109781750.0,460.0,0.0,0.0,3.3044099448239415,9.0,1.0,0.0,0.0,0.0,5.0,8.0,0.0,http://www.cian.ru/sale/flat/11840512/
2,2.0,12700000.0,51.0,34.0,9.0,6.627970020690334,2.0,1.0,0.0,1.0,1.0,11.0,16.0,0.0,http://www.cian.ru/sale/flat/149167683/
3,1.0,4585315.0,17.3,17.3,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,http://www.cian.ru/sale/flat/149031259/
4,1.0,4814581.0,17.3,10.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,2.0,5.0,1.0,http://www.cian.ru/sale/flat/151004941/
5,1.0,4814581.0,17.3,17.3,0.0,6.339924388849707,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,http://www.cian.ru/sale/flat/150346368/
6,1.0,5225953.0,18.1,18.1,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,http://www.cian.ru/sale/flat/149031296/
7,1.0,5300000.0,32.0,20.0,7.0,6.492561657571312,4.0,1.0,0.0,1.0,0.0,1.0,9.0,0.0,http://www.cian.ru/sale/flat/150640194/
8,1.0,5377566.0,18.3,10.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,http://www.cian.ru/sale/flat/151004981/
9,1.0,5496232.0,23.7,23.7,0.0,6.339924388849707,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,http://www.cian.ru/sale/flat/148794719/
10,1.0,5550000.0,37.4,20.0,9.6,8.080424996265258,10.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,http://www.cian.ru/sale/flat/149565205/
11,1.0,5900000.0,30.0,16.0,6.0,10.827807174306098,0.0,0.0,1.0,1.0,1.0,3.0,5.0,0.0,http://www.cian.ru/sale/flat/149849414/
12,1.0,6000000.0,35.0,20.0,10.0,10.765930106319738,13.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,http://www.cian.ru/sale/flat/149300855/
13,1.0,6000000.0,35.1,20.1,9.6,6.627349445945714,10.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,http://www.cian.ru/sale/flat/149788538/
14,1.0,6100000.0,34.0,21.0,8.0,7.040694474165318,12.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,http://www.cian.ru/sale/flat/148112883/
15,1.0,6100000.0,36.0,20.0,10.0,6.627349445945714,10.0,1.0,0.0,1.0,1.0,12.0,12.0,0.0,http://www.cian.ru/sale/flat/149727197/
16,1.0,6258687.0,25.5,15.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,http://www.cian.ru/sale/flat/151005044/
17,1.0,6258687.0,25.5,25.5,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,http://www.cian.ru/sale/flat/149031382/
18,1.0,6325576.0,29.5,0.0,29.5,6.293283426055375,5.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,http://www.cian.ru/sale/flat/150910021/
19,1.0,6325576.0,30.0,17.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,http://www.cian.ru/sale/flat/151005116/
20,1.0,6325576.0,29.5,29.5,0.0,6.331390031627138,5.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,http://www.cian.ru/sale/flat/148800467/
21,1.0,6355668.0,22.3,22.3,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,http://www.cian.ru/sale/flat/149031279/
22,1.0,6400000.0,34.0,18.0,10.0,11.231437308366134,10.0,1.0,0.0,1.0,1.0,2.0,12.0,0.0,http://www.cian.ru/sale/flat/150459322/
23,1.0,6437035.0,33.5,18.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,http://www.cian.ru/sale/flat/151005216/
24,1.0,6449418.0,28.5,16.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,http://www.cian.ru/sale/flat/151005085/
25,1.0,6500000.0,30.7,18.6,5.6,7.310545676877094,10.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,http://www.cian.ru/sale/flat/150260995/
26,1.0,6500000.0,36.8,20.5,6.0,10.885873511100241,11.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0,http://www.cian.ru/sale/flat/140980631/
